Sale ID,Date,Shop,Product,Quantity,Unit price,Amount
S000002658,2020-05-25,shop_18,HOO_35,2.0,49.0,98.0
S000002659,2020-05-24,shop_19,SHO_36,2.0,60.0,120.0
S000002660,2020-05-23,shop_20,SHO_37,1.0,60.0,60.0
S000002661,2020-05-22,shop_21,SHO_38,1.0,60.0,60.0
S000002662,2020-05-21,shop_22,SHO_39,1.0,60.0,60.0
S000002663,2020-05-20,shop_23,SHO_40,4.0,60.0,240.0
S000002664,2020-05-19,shop_24,SHO_41,1.0,60.0,60.0
S000002665,2020-05-18,shop_25,TAB_42,1.0,210.0,210.0
S000002666,2020-05-17,shop_26,TAB_43,1.0,300.0,300.0
S000002667,2020-05-16,shop_27,CHA_44,2.0,60.0,120.0
S000002668,2020-05-15,shop_28,BED_45,1.0,150.0,150.0
S000002669,2020-05-14,shop_29,BED_46,3.0,300.0,900.0
S000002670,2020-06-12,shop_30,BED_47,1.0,395.0,395.0
S000002671,2020-06-11,shop_31,BED_48,2.0,440.0,880.0
S000002672,2020-06-10,shop_32,TSH_49,2.0,20.0,40.0
S000002673,2020-06-09,shop_33,TSH_50,1.0,20.0,20.0
S000002674,2020-06-08,shop_34,TSH_51,1.0,22.0,22.0
S000002675,2020-06-07,shop_35,TSH_52,1.0,24.0,24.0
S000002676,2020-06-06,shop_36,TSH_53,4.0,24.0,96.0
S000002677,2020-06-05,shop_37,HOO_54,1.0,45.0,45.0
S000002678,2020-06-04,shop_38,HOO_55,1.0,48.0,48.0
S000002679,2020-06-03,shop_39,HOO_56,1.0,49.0,49.0
S000002680,2020-06-02,shop_0,SHO_57,2.0,60.0,120.0
S000002681,2020-06-01,shop_1,SHO_58,1.0,60.0,60.0
S000002682,2020-05-31,shop_2,SHO_59,3.0,60.0,180.0
S000002683,2020-05-30,shop_3,SHO_60,1.0,60.0,60.0
S000002684,2020-05-29,shop_4,TAB_0,2.0,210.0,420.0
S000002685,2020-05-28,shop_5,TAB_1,2.0,300.0,600.0
S000002686,2020-05-27,shop_6,CHA_2,1.0,60.0,60.0
S000002687,2020-05-26,shop_7,BED_3,1.0,150.0,150.0
S000002688,2020-05-25,shop_8,BED_4,1.0,300.0,300.0
S000002689,2020-05-24,shop_9,BED_5,4.0,395.0,1580.0
S000002690,2020-05-23,shop_10,BED_6,1.0,440.0,440.0
S000002691,2020-05-22,shop_11,TSH_7,1.0,20.0,20.0
S000002692,2020-05-21,shop_12,TSH_8,1.0,20.0,20.0
S000002693,2020-05-20,shop_13,TSH_9,2.0,22.0,44.0
S000002694,2020-05-19,shop_14,TSH_10,1.0,24.0,24.0
S000002695,2020-05-18,shop_15,TSH_11,3.0,24.0,72.0
S000002696,2020-05-17,shop_16,HOO_12,1.0,45.0,45.0
S000002697,2020-05-16,shop_17,HOO_13,2.0,48.0,96.0
S000002698,2020-05-15,shop_18,HOO_14,2.0,49.0,98.0
S000002699,2020-05-14,shop_19,SHO_15,1.0,60.0,60.0
S000002700,2020-06-12,shop_20,SHO_16,1.0,60.0,60.0
S000002701,2020-06-11,shop_21,SHO_17,1.0,60.0,60.0
S000002702,2020-06-10,shop_22,SHO_18,4.0,60.0,240.0
S000002703,2020-06-09,shop_23,SHO_19,1.0,60.0,60.0
S000002704,2020-06-08,shop_24,SHO_20,1.0,60.0,60.0
S000002705,2020-06-07,shop_25,TAB_21,1.0,210.0,210.0
S000002706,2020-06-06,shop_26,TAB_22,2.0,300.0,600.0
S000002707,2020-06-05,shop_27,CHA_23,1.0,60.0,60.0
S000002708,2020-06-04,shop_28,BED_24,3.0,150.0,450.0
S000002709,2020-06-03,shop_29,BED_25,1.0,300.0,300.0
S000002710,2020-06-02,shop_30,BED_26,2.0,395.0,790.0
S000002711,2020-06-01,shop_31,BED_27,2.0,440.0,880.0
S000002712,2020-05-31,shop_32,TSH_28,1.0,20.0,20.0
S000002713,2020-05-30,shop_33,TSH_29,1.0,20.0,20.0
S000002714,2020-05-29,shop_34,TSH_30,1.0,22.0,22.0
S000002715,2020-05-28,shop_35,TSH_31,4.0,24.0,96.0
S000002716,2020-05-27,shop_36,TSH_32,1.0,24.0,24.0
S000002717,2020-05-26,shop_37,HOO_33,1.0,45.0,45.0
S000002718,2020-05-25,shop_38,HOO_34,1.0,48.0,48.0
S000002719,2020-05-24,shop_39,HOO_35,2.0,49.0,98.0
S000002720,2020-05-23,shop_0,SHO_36,1.0,60.0,60.0
S000002721,2020-05-22,shop_1,SHO_37,3.0,60.0,180.0
S000002722,2020-05-21,shop_2,SHO_38,1.0,60.0,60.0
S000002723,2020-05-20,shop_3,SHO_39,2.0,60.0,120.0
S000002724,2020-05-19,shop_4,SHO_40,2.0,60.0,120.0
S000002725,2020-05-18,shop_5,SHO_41,1.0,60.0,60.0
S000002726,2020-05-17,shop_6,TAB_42,1.0,210.0,210.0
S000002727,2020-05-16,shop_7,TAB_43,1.0,300.0,300.0
S000002728,2020-05-15,shop_8,CHA_44,4.0,60.0,240.0
S000002729,2020-05-14,shop_9,BED_45,1.0,150.0,150.0
S000002730,2020-06-12,shop_10,BED_46,1.0,300.0,300.0
S000002731,2020-06-11,shop_11,BED_47,1.0,395.0,395.0
S000002732,2020-06-10,shop_12,BED_48,2.0,440.0,880.0
S000002733,2020-06-09,shop_13,TSH_49,1.0,20.0,20.0
S000002734,2020-06-08,shop_14,TSH_50,3.0,20.0,60.0
S000002735,2020-06-07,shop_15,TSH_51,1.0,22.0,22.0
S000002736,2020-06-06,shop_16,TSH_52,2.0,24.0,48.0
S000002737,2020-06-05,shop_17,TSH_53,2.0,24.0,48.0
S000002738,2020-06-04,shop_18,HOO_54,1.0,45.0,45.0
S000002739,2020-06-03,shop_19,HOO_55,1.0,48.0,48.0
S000002740,2020-06-02,shop_20,HOO_56,1.0,49.0,49.0
S000002741,2020-06-01,shop_21,SHO_57,4.0,60.0,240.0
S000002742,2020-05-31,shop_22,SHO_58,1.0,60.0,60.0
S000002743,2020-05-30,shop_23,SHO_59,1.0,60.0,60.0
S000002744,2020-05-29,shop_24,SHO_60,1.0,60.0,60.0
S000002745,2020-05-28,shop_25,TAB_0,2.0,210.0,420.0
S000002746,2020-05-27,shop_26,TAB_1,1.0,300.0,300.0
S000002747,2020-05-26,shop_27,CHA_2,3.0,60.0,180.0
S000002748,2020-05-25,shop_28,BED_3,1.0,150.0,150.0
S000002749,2020-05-24,shop_29,BED_4,2.0,300.0,600.0
S000002750,2020-05-23,shop_30,BED_5,2.0,395.0,790.0
S000002751,2020-05-22,shop_31,BED_6,1.0,440.0,440.0
S000002752,2020-05-21,shop_32,TSH_7,1.0,20.0,20.0
S000002753,2020-05-20,shop_33,TSH_8,1.0,20.0,20.0
S000002754,2020-05-19,shop_34,TSH_9,4.0,22.0,88.0
S000002755,2020-05-18,shop_35,TSH_10,1.0,24.0,24.0
S000002756,2020-05-17,shop_36,TSH_11,1.0,24.0,24.0
S000002757,2020-05-16,shop_37,HOO_12,1.0,45.0,45.0
S000002758,2020-05-15,shop_38,HOO_13,2.0,48.0,96.0
S000002759,2020-05-14,shop_39,HOO_14,1.0,49.0,49.0
S000002760,2020-06-12,shop_0,SHO_15,3.0,60.0,180.0
S000002761,2020-06-11,shop_1,SHO_16,1.0,60.0,60.0
S000002762,2020-06-10,shop_2,SHO_17,2.0,60.0,120.0
S000002763,2020-06-09,shop_3,SHO_18,2.0,60.0,120.0
S000002764,2020-06-08,shop_4,SHO_19,1.0,60.0,60.0
S000002765,2020-06-07,shop_5,SHO_20,1.0,60.0,60.0
S000002766,2020-06-06,shop_6,TAB_21,1.0,210.0,210.0
S000002767,2020-06-05,shop_7,TAB_22,4.0,300.0,1200.0
S000002768,2020-06-04,shop_8,CHA_23,1.0,60.0,60.0
S000002769,2020-06-03,shop_9,BED_24,1.0,150.0,150.0
S000002770,2020-06-02,shop_10,BED_25,1.0,300.0,300.0
S000002771,2020-06-01,shop_11,BED_26,2.0,395.0,790.0
S000002772,2020-05-31,shop_12,BED_27,1.0,440.0,440.0
S000002773,2020-05-30,shop_13,TSH_28,3.0,20.0,60.0
S000002774,2020-05-29,shop_14,TSH_29,1.0,20.0,20.0
S000002775,2020-05-28,shop_15,TSH_30,2.0,22.0,44.0
S000002776,2020-05-27,shop_16,TSH_31,2.0,24.0,48.0
S000002777,2020-05-26,shop_17,TSH_32,1.0,24.0,24.0
S000002778,2020-05-25,shop_18,HOO_33,1.0,45.0,45.0
S000002779,2020-05-24,shop_19,HOO_34,1.0,48.0,48.0
S000002780,2020-05-23,shop_20,HOO_35,4.0,49.0,196.0
S000002781,2020-05-22,shop_21,SHO_36,1.0,60.0,60.0
S000002782,2020-05-21,shop_22,SHO_37,1.0,60.0,60.0
S000002783,2020-05-20,shop_23,SHO_38,1.0,60.0,60.0
S000002784,2020-05-19,shop_24,SHO_39,2.0,60.0,120.0
S000002785,2020-05-18,shop_25,SHO_40,1.0,60.0,60.0
S000002786,2020-05-17,shop_26,SHO_41,3.0,60.0,180.0
S000002787,2020-05-16,shop_27,TAB_42,1.0,210.0,210.0
S000002788,2020-05-15,shop_28,TAB_43,2.0,300.0,600.0
S000002789,2020-05-14,shop_29,CHA_44,2.0,60.0,120.0
S000002790,2020-06-12,shop_30,BED_45,1.0,150.0,150.0
S000002791,2020-06-11,shop_31,BED_46,1.0,300.0,300.0
S000002792,2020-06-10,shop_32,BED_47,1.0,395.0,395.0
S000002793,2020-06-09,shop_33,BED_48,4.0,440.0,1760.0
S000002794,2020-06-08,shop_34,TSH_49,1.0,20.0,20.0
S000002795,2020-06-07,shop_35,TSH_50,1.0,20.0,20.0
S000002796,2020-06-06,shop_36,TSH_51,1.0,22.0,22.0
S000002797,2020-06-05,shop_37,TSH_52,2.0,24.0,48.0
S000002798,2020-06-04,shop_38,TSH_53,1.0,24.0,24.0
S000002799,2020-06-03,shop_39,HOO_54,3.0,45.0,135.0
S000002800,2020-06-02,shop_0,HOO_55,1.0,48.0,48.0
S000002801,2020-06-01,shop_1,HOO_56,2.0,49.0,98.0
S000002802,2020-05-31,shop_2,SHO_57,2.0,60.0,120.0
S000002803,2020-05-30,shop_3,SHO_58,1.0,60.0,60.0
S000002804,2020-05-29,shop_4,SHO_59,1.0,60.0,60.0
S000002805,2020-05-28,shop_5,SHO_60,1.0,60.0,60.0
S000002806,2020-05-27,shop_6,TAB_0,4.0,210.0,840.0
S000002807,2020-05-26,shop_7,TAB_1,1.0,300.0,300.0
S000002808,2020-05-25,shop_8,CHA_2,1.0,60.0,60.0
S000002809,2020-05-24,shop_9,BED_3,1.0,150.0,150.0
S000002810,2020-05-23,shop_10,BED_4,2.0,300.0,600.0
S000002811,2020-05-22,shop_11,BED_5,1.0,395.0,395.0
S000002812,2020-05-21,shop_12,BED_6,3.0,440.0,1320.0
S000002813,2020-05-20,shop_13,TSH_7,1.0,20.0,20.0
S000002814,2020-05-19,shop_14,TSH_8,2.0,20.0,40.0
S000002815,2020-05-18,shop_15,TSH_9,2.0,22.0,44.0
S000002816,2020-05-17,shop_16,TSH_10,1.0,24.0,24.0
S000002817,2020-05-16,shop_17,TSH_11,1.0,24.0,24.0
S000002818,2020-05-15,shop_18,HOO_12,1.0,45.0,45.0
S000002819,2020-05-14,shop_19,HOO_13,4.0,48.0,192.0
S000002820,2020-06-12,shop_20,HOO_14,1.0,49.0,49.0
S000002821,2020-06-11,shop_21,SHO_15,1.0,60.0,60.0
S000002822,2020-06-10,shop_22,SHO_16,1.0,60.0,60.0
S000002823,2020-06-09,shop_23,SHO_17,2.0,60.0,120.0
S000002824,2020-06-08,shop_24,SHO_18,1.0,60.0,60.0
S000002825,2020-06-07,shop_25,SHO_19,3.0,60.0,180.0
S000002826,2020-06-06,shop_26,SHO_20,1.0,60.0,60.0
S000002827,2020-06-05,shop_27,TAB_21,2.0,210.0,420.0
S000002828,2020-06-04,shop_28,TAB_22,2.0,300.0,600.0
S000002829,2020-06-03,shop_29,CHA_23,1.0,60.0,60.0
S000002830,2020-06-02,shop_30,BED_24,1.0,150.0,150.0
S000002831,2020-06-01,shop_31,BED_25,1.0,300.0,300.0
S000002832,2020-05-31,shop_32,BED_26,4.0,395.0,1580.0
S000002833,2020-05-30,shop_33,BED_27,1.0,440.0,440.0
S000002834,2020-05-29,shop_34,TSH_28,1.0,20.0,20.0
S000002835,2020-05-28,shop_35,TSH_29,1.0,20.0,20.0
S000002836,2020-05-27,shop_36,TSH_30,2.0,22.0,44.0
S000002837,2020-05-26,shop_37,TSH_31,1.0,24.0,24.0
S000002838,2020-05-25,shop_38,TSH_32,3.0,24.0,72.0
S000002839,2020-05-24,shop_39,HOO_33,1.0,45.0,45.0
S000002840,2020-05-23,shop_0,HOO_34,2.0,48.0,96.0
S000002841,2020-05-22,shop_1,HOO_35,2.0,49.0,98.0
S000002842,2020-05-21,shop_2,SHO_36,1.0,60.0,60.0
S000002843,2020-05-20,shop_3,SHO_37,1.0,60.0,60.0
S000002844,2020-05-19,shop_4,SHO_38,1.0,60.0,60.0
S000002845,2020-05-18,shop_5,SHO_39,4.0,60.0,240.0
S000002846,2020-05-17,shop_6,SHO_40,1.0,60.0,60.0
S000002847,2020-05-16,shop_7,SHO_41,1.0,60.0,60.0
S000002848,2020-05-15,shop_8,TAB_42,1.0,210.0,210.0
S000002849,2020-05-14,shop_9,TAB_43,2.0,300.0,600.0
S000002850,2020-06-12,shop_10,CHA_44,1.0,60.0,60.0
S000002851,2020-06-11,shop_11,BED_45,3.0,150.0,450.0
S000002852,2020-06-10,shop_12,BED_46,1.0,300.0,300.0
S000002853,2020-06-09,shop_13,BED_47,2.0,395.0,790.0
S000002854,2020-06-08,shop_14,BED_48,2.0,440.0,880.0
S000002855,2020-06-07,shop_15,TSH_49,1.0,20.0,20.0
S000002856,2020-06-06,shop_16,TSH_50,1.0,20.0,20.0
S000002857,2020-06-05,shop_17,TSH_51,1.0,22.0,22.0
S000002858,2020-06-04,shop_18,TSH_52,4.0,24.0,96.0
S000002859,2020-06-03,shop_19,TSH_53,1.0,24.0,24.0
S000002860,2020-06-02,shop_20,HOO_54,1.0,45.0,45.0
S000002861,2020-06-01,shop_21,HOO_55,1.0,48.0,48.0
S000002862,2020-05-31,shop_22,HOO_56,2.0,49.0,98.0
S000002863,2020-05-30,shop_23,SHO_57,1.0,60.0,60.0
S000002864,2020-05-29,shop_24,SHO_58,3.0,60.0,180.0
S000002865,2020-05-28,shop_25,SHO_59,1.0,60.0,60.0
S000002866,2020-05-27,shop_26,SHO_60,2.0,60.0,120.0
S000002867,2020-05-26,shop_27,TAB_0,2.0,210.0,420.0
S000002868,2020-05-25,shop_28,TAB_1,1.0,300.0,300.0
S000002869,2020-05-24,shop_29,CHA_2,1.0,60.0,60.0
S000002870,2020-05-23,shop_30,BED_3,1.0,150.0,150.0
S000002871,2020-05-22,shop_31,BED_4,4.0,300.0,1200.0
S000002872,2020-05-21,shop_32,BED_5,1.0,395.0,395.0
S000002873,2020-05-20,shop_33,BED_6,1.0,440.0,440.0
S000002874,2020-05-19,shop_34,TSH_7,1.0,20.0,20.0
S000002875,2020-05-18,shop_35,TSH_8,2.0,20.0,40.0
S000002876,2020-05-17,shop_36,TSH_9,1.0,22.0,22.0
S000002877,2020-05-16,shop_37,TSH_10,3.0,24.0,72.0
S000002878,2020-05-15,shop_38,TSH_11,1.0,24.0,24.0
S000002879,2020-05-14,shop_39,HOO_12,2.0,45.0,90.0
S000002880,2020-06-12,shop_0,HOO_13,2.0,48.0,96.0
S000002881,2020-06-11,shop_1,HOO_14,1.0,49.0,49.0
S000002882,2020-06-10,shop_2,SHO_15,1.0,60.0,60.0
S000002883,2020-06-09,shop_3,SHO_16,1.0,60.0,60.0
S000002884,2020-06-08,shop_4,SHO_17,4.0,60.0,240.0
S000002885,2020-06-07,shop_5,SHO_18,1.0,60.0,60.0
S000002886,2020-06-06,shop_6,SHO_19,1.0,60.0,60.0
S000002887,2020-06-05,shop_7,SHO_20,1.0,60.0,60.0
S000002888,2020-06-04,shop_8,TAB_21,2.0,210.0,420.0
S000002889,2020-06-03,shop_9,TAB_22,1.0,300.0,300.0
S000002890,2020-06-02,shop_10,CHA_23,3.0,60.0,180.0
S000002891,2020-06-01,shop_11,BED_24,1.0,150.0,150.0
S000002892,2020-05-31,shop_12,BED_25,2.0,300.0,600.0
S000002893,2020-05-30,shop_13,BED_26,2.0,395.0,790.0
S000002894,2020-05-29,shop_14,BED_27,1.0,440.0,440.0
S000002895,2020-05-28,shop_15,TSH_28,1.0,20.0,20.0
S000002896,2020-05-27,shop_16,TSH_29,1.0,20.0,20.0
S000002897,2020-05-26,shop_17,TSH_30,4.0,22.0,88.0
S000002898,2020-05-25,shop_18,TSH_31,1.0,24.0,24.0
S000002899,2020-05-24,shop_19,TSH_32,1.0,24.0,24.0
S000002900,2020-05-23,shop_20,HOO_33,1.0,45.0,45.0
S000002901,2020-05-22,shop_21,HOO_34,2.0,48.0,96.0
S000002902,2020-05-21,shop_22,HOO_35,1.0,49.0,49.0
S000002903,2020-05-20,shop_23,SHO_36,3.0,60.0,180.0
S000002904,2020-05-19,shop_24,SHO_37,1.0,60.0,60.0
S000002905,2020-05-18,shop_25,SHO_38,2.0,60.0,120.0
S000002906,2020-05-17,shop_26,SHO_39,2.0,60.0,120.0
S000002907,2020-05-16,shop_27,SHO_40,1.0,60.0,60.0
S000002908,2020-05-15,shop_28,SHO_41,1.0,60.0,60.0
S000002909,2020-05-14,shop_29,TAB_42,1.0,210.0,210.0
S000002910,2020-06-12,shop_30,TAB_43,4.0,300.0,1200.0
S000002911,2020-06-11,shop_31,CHA_44,1.0,60.0,60.0
S000002912,2020-06-10,shop_32,BED_45,1.0,150.0,150.0
S000002913,2020-06-09,shop_33,BED_46,1.0,300.0,300.0
S000002914,2020-06-08,shop_34,BED_47,2.0,395.0,790.0
S000002915,2020-06-07,shop_35,BED_48,1.0,440.0,440.0
S000002916,2020-06-06,shop_36,TSH_49,3.0,20.0,60.0
S000002917,2020-06-05,shop_37,TSH_50,1.0,20.0,20.0
S000002918,2020-06-04,shop_38,TSH_51,2.0,22.0,44.0
S000002919,2020-06-03,shop_39,TSH_52,2.0,24.0,48.0
S000002920,2020-06-02,shop_0,TSH_53,1.0,24.0,24.0
S000002921,2020-06-01,shop_1,HOO_54,1.0,45.0,45.0
S000002922,2020-05-31,shop_2,HOO_55,1.0,48.0,48.0
S000002923,2020-05-30,shop_3,HOO_56,4.0,49.0,196.0
S000002924,2020-05-29,shop_4,SHO_57,1.0,60.0,60.0
S000002925,2020-05-28,shop_5,SHO_58,1.0,60.0,60.0
S000002926,2020-05-27,shop_6,SHO_59,1.0,60.0,60.0
S000002927,2020-05-26,shop_7,SHO_60,2.0,60.0,120.0
S000002928,2020-05-25,shop_8,TAB_0,1.0,210.0,210.0
S000002929,2020-05-24,shop_9,TAB_1,3.0,300.0,900.0
S000002930,2020-05-23,shop_10,CHA_2,1.0,60.0,60.0
S000002931,2020-05-22,shop_11,BED_3,2.0,150.0,300.0
S000002932,2020-05-21,shop_12,BED_4,2.0,300.0,600.0
S000002933,2020-05-20,shop_13,BED_5,1.0,395.0,395.0
S000002934,2020-05-19,shop_14,BED_6,1.0,440.0,440.0
S000002935,2020-05-18,shop_15,TSH_7,1.0,20.0,20.0
S000002936,2020-05-17,shop_16,TSH_8,4.0,20.0,80.0
S000002937,2020-05-16,shop_17,TSH_9,1.0,22.0,22.0
S000002938,2020-05-15,shop_18,TSH_10,1.0,24.0,24.0
S000002939,2020-05-14,shop_19,TSH_11,1.0,24.0,24.0
S000002940,2020-06-12,shop_20,HOO_12,2.0,45.0,90.0
S000002941,2020-06-11,shop_21,HOO_13,1.0,48.0,48.0
S000002942,2020-06-10,shop_22,HOO_14,3.0,49.0,147.0
S000002943,2020-06-09,shop_23,SHO_15,1.0,60.0,60.0
S000002944,2020-06-08,shop_24,SHO_16,2.0,60.0,120.0
S000002945,2020-06-07,shop_25,SHO_17,2.0,60.0,120.0
S000002946,2020-06-06,shop_26,SHO_18,1.0,60.0,60.0
S000002947,2020-06-05,shop_27,SHO_19,1.0,60.0,60.0
S000002948,2020-06-04,shop_28,SHO_20,1.0,60.0,60.0
S000002949,2020-06-03,shop_29,TAB_21,4.0,210.0,840.0
S000002950,2020-06-02,shop_30,TAB_22,1.0,300.0,300.0
S000002951,2020-06-01,shop_31,CHA_23,1.0,60.0,60.0
S000002952,2020-05-31,shop_32,BED_24,1.0,150.0,150.0
S000002953,2020-05-30,shop_33,BED_25,2.0,300.0,600.0
S000002954,2020-05-29,shop_34,BED_26,1.0,395.0,395.0
S000002955,2020-05-28,shop_35,BED_27,3.0,440.0,1320.0
S000002956,2020-05-27,shop_36,TSH_28,1.0,20.0,20.0
S000002957,2020-05-26,shop_37,TSH_29,2.0,20.0,40.0
S000002958,2020-05-25,shop_38,TSH_30,2.0,22.0,44.0
S000002959,2020-05-24,shop_39,TSH_31,1.0,24.0,24.0
S000002960,2020-05-23,shop_0,TSH_32,1.0,24.0,24.0
S000002961,2020-05-22,shop_1,HOO_33,1.0,45.0,45.0
S000002962,2020-05-21,shop_2,HOO_34,4.0,48.0,192.0
S000002963,2020-05-20,shop_3,HOO_35,1.0,49.0,49.0
S000002964,2020-05-19,shop_4,SHO_36,1.0,60.0,60.0
S000002965,2020-05-18,shop_5,SHO_37,1.0,60.0,60.0
S000002966,2020-05-17,shop_6,SHO_38,2.0,60.0,120.0
S000002967,2020-05-16,shop_7,SHO_39,1.0,60.0,60.0
S000002968,2020-05-15,shop_8,SHO_40,3.0,60.0,180.0
S000002969,2020-05-14,shop_9,SHO_41,1.0,60.0,60.0
S000002970,2020-06-12,shop_10,TAB_42,2.0,210.0,420.0
S000002971,2020-06-11,shop_11,TAB_43,2.0,300.0,600.0
S000002972,2020-06-10,shop_12,CHA_44,1.0,60.0,60.0
S000002973,2020-06-09,shop_13,BED_45,1.0,150.0,150.0
S000002974,2020-06-08,shop_14,BED_46,1.0,300.0,300.0
S000002975,2020-06-07,shop_15,BED_47,4.0,395.0,1580.0
S000002976,2020-06-06,shop_16,BED_48,1.0,440.0,440.0
S000002977,2020-06-05,shop_17,TSH_49,1.0,20.0,20.0
S000002978,2020-06-04,shop_18,TSH_50,1.0,20.0,20.0
S000002979,2020-06-03,shop_19,TSH_51,2.0,22.0,44.0
S000002980,2020-06-02,shop_20,TSH_52,1.0,24.0,24.0
S000002981,2020-06-01,shop_21,TSH_53,3.0,24.0,72.0
S000002982,2020-05-31,shop_22,HOO_54,1.0,45.0,45.0
S000002983,2020-05-30,shop_23,HOO_55,2.0,48.0,96.0
S000002984,2020-05-29,shop_24,HOO_56,2.0,49.0,98.0
S000002985,2020-05-28,shop_25,SHO_57,1.0,60.0,60.0
S000002986,2020-05-27,shop_26,SHO_58,1.0,60.0,60.0
S000002987,2020-05-26,shop_27,SHO_59,1.0,60.0,60.0
S000002988,2020-05-25,shop_28,SHO_60,4.0,60.0,240.0
S000002989,2020-05-24,shop_29,TAB_0,1.0,210.0,210.0
S000002990,2020-05-23,shop_30,TAB_1,1.0,300.0,300.0
S000002991,2020-05-22,shop_31,CHA_2,1.0,60.0,60.0
S000002992,2020-05-21,shop_32,BED_3,2.0,150.0,300.0
S000002993,2020-05-20,shop_33,BED_4,1.0,300.0,300.0
S000002994,2020-05-19,shop_34,BED_5,3.0,395.0,1185.0
S000002995,2020-05-18,shop_35,BED_6,1.0,440.0,440.0
S000002996,2020-05-17,shop_36,TSH_7,2.0,20.0,40.0
S000002997,2020-05-16,shop_37,TSH_8,2.0,20.0,40.0
S000002998,2020-05-15,shop_38,TSH_9,1.0,22.0,22.0
S000002999,2020-05-14,shop_39,TSH_10,1.0,24.0,24.0
S000003000,2020-06-12,shop_0,TSH_11,1.0,24.0,24.0
S000003001,2020-06-11,shop_1,HOO_12,4.0,45.0,180.0
S000003002,2020-06-10,shop_2,HOO_13,1.0,48.0,48.0
S000003003,2020-06-09,shop_3,HOO_14,1.0,49.0,49.0
S000003004,2020-06-08,shop_4,SHO_15,1.0,60.0,60.0
S000003005,2020-06-07,shop_5,SHO_16,2.0,60.0,120.0
S000003006,2020-06-06,shop_6,SHO_17,1.0,60.0,60.0
S000003007,2020-06-05,shop_7,SHO_18,3.0,60.0,180.0
S000003008,2020-06-04,shop_8,SHO_19,1.0,60.0,60.0
S000003009,2020-06-03,shop_9,SHO_20,2.0,60.0,120.0
S000003010,2020-06-02,shop_10,TAB_21,2.0,210.0,420.0
S000003011,2020-06-01,shop_11,TAB_22,1.0,300.0,300.0
S000003012,2020-05-31,shop_12,CHA_23,1.0,60.0,60.0
S000003013,2020-05-30,shop_13,BED_24,1.0,150.0,150.0
S000003014,2020-05-29,shop_14,BED_25,4.0,300.0,1200.0
S000003015,2020-05-28,shop_15,BED_26,1.0,395.0,395.0
S000003016,2020-05-27,shop_16,BED_27,1.0,440.0,440.0
S000003017,2020-05-26,shop_17,TSH_28,1.0,20.0,20.0
S000003018,2020-05-25,shop_18,TSH_29,2.0,20.0,40.0
S000003019,2020-05-24,shop_19,TSH_30,1.0,22.0,22.0
S000003020,2020-05-23,shop_20,TSH_31,3.0,24.0,72.0
S000003021,2020-05-22,shop_21,TSH_32,1.0,24.0,24.0
S000003022,2020-05-21,shop_22,HOO_33,2.0,45.0,90.0
S000003023,2020-05-20,shop_23,HOO_34,2.0,48.0,96.0
S000003024,2020-05-19,shop_24,HOO_35,1.0,49.0,49.0
S000003025,2020-05-18,shop_25,SHO_36,1.0,60.0,60.0
S000003026,2020-05-17,shop_26,SHO_37,1.0,60.0,60.0
S000003027,2020-05-16,shop_27,SHO_38,4.0,60.0,240.0
S000003028,2020-05-15,shop_28,SHO_39,1.0,60.0,60.0
S000003029,2020-05-14,shop_29,SHO_40,1.0,60.0,60.0
S000003030,2020-06-12,shop_30,SHO_41,1.0,60.0,60.0
S000003031,2020-06-11,shop_31,TAB_42,2.0,210.0,420.0
S000003032,2020-06-10,shop_32,TAB_43,1.0,300.0,300.0
S000003033,2020-06-09,shop_33,CHA_44,3.0,60.0,180.0
S000003034,2020-06-08,shop_34,BED_45,1.0,150.0,150.0
S000003035,2020-06-07,shop_35,BED_46,2.0,300.0,600.0
S000003036,2020-06-06,shop_36,BED_47,2.0,395.0,790.0
S000003037,2020-06-05,shop_37,BED_48,1.0,440.0,440.0
S000003038,2020-06-04,shop_38,TSH_49,1.0,20.0,20.0
S000003039,2020-06-03,shop_39,TSH_50,1.0,20.0,20.0
S000003040,2020-06-02,shop_0,TSH_51,4.0,22.0,88.0
S000003041,2020-06-01,shop_1,TSH_52,1.0,24.0,24.0
S000003042,2020-05-31,shop_2,TSH_53,1.0,24.0,24.0
S000003043,2020-05-30,shop_3,HOO_54,1.0,45.0,45.0
S000003044,2020-05-29,shop_4,HOO_55,2.0,48.0,96.0
S000003045,2020-05-28,shop_5,HOO_56,1.0,49.0,49.0
S000003046,2020-05-27,shop_6,SHO_57,3.0,60.0,180.0
S000003047,2020-05-26,shop_7,SHO_58,1.0,60.0,60.0
S000003048,2020-05-25,shop_8,SHO_59,2.0,60.0,120.0
S000003049,2020-05-24,shop_9,SHO_60,2.0,60.0,120.0
S000003050,2020-05-23,shop_10,TAB_0,1.0,210.0,210.0
S000003051,2020-05-22,shop_11,TAB_1,1.0,300.0,300.0
S000003052,2020-05-21,shop_12,CHA_2,1.0,60.0,60.0
S000003053,2020-05-20,shop_13,BED_3,4.0,150.0,600.0
S000003054,2020-05-19,shop_14,BED_4,1.0,300.0,300.0
S000003055,2020-05-18,shop_15,BED_5,1.0,395.0,395.0
S000003056,2020-05-17,shop_16,BED_6,1.0,440.0,440.0
S000003057,2020-05-16,shop_17,TSH_7,2.0,20.0,40.0
S000003058,2020-05-15,shop_18,TSH_8,1.0,20.0,20.0
